IdSucursal,IdComercio,IdBandera,banderaDescripcion,comercioRazonSocial,provincia,localidad,dirección,lat,lng,sucursalNombre,sucursalTipo
24-1-317,24,1,Simplicity,"Farmacity S.A.",AR-B,PERGAMINO,"Av. De Mayo 220",-33.89434500,-60.56863800,"Pergamino [Av. De Mayo 220]","Autoservicio"
24-1-324,24,1,Simplicity,"Farmacity S.A.",AR-B,"MAR DEL PLATA","Guemes 2968",-38.01618500,-57.54207700,"Mar del Plata II [Guemes 2968]","Supermercado"
25-1-1,25,1,"LA AMISTAD","Autoservicio La Amistad Cooperativa de Trabajo Limitada",AR-B,"LA PLATA","Av. 25 366",-34.92355400,-57.98108300,"LA AMISTAD","Supermercado"
29-1-1,29,1,"JOSIMAR SUPERMERCADOS","Josimar S.A.",AR-B,Lanus,"Camino General Belgrano 2979",-34.70816700,-58.35517000,JOSIMAR,"Supermercado"
29-1-2,29,1,"JOSIMAR SUPERMERCADOS","Josimar S.A.",AR-B,Lanus,"Las Piedras 2633",-34.72048300,-58.37664000,JOSIMAR,"Supermercado"
29-1-3,29,1,"JOSIMAR SUPERMERCADOS","Josimar S.A.",AR-B,Lanus,"Coronel Pringles 1775",-34.70711400,-58.37861100,JOSIMAR,"Supermercado"
29-1-4,29,1,"JOSIMAR SUPERMERCADOS","Josimar S.A.",AR-B,Banfield,"Belisario Roldan 365",-34.74856500,-58.37085300,JOSIMAR,"Supermercado"
29-1-5,29,1,"JOSIMAR SUPERMERCADOS","Josimar S.A.",AR-C,Barracas,"Av Montes De Oca 1597",-34.64560000,-58.37358200,JOSIMAR,"Supermercado"
29-1-6,29,1,"JOSIMAR SUPERMERCADOS","Josimar S.A.",AR-B,"Lomas de Zamora","Colombres 526",-34.76379000,-58.40534600,JOSIMAR,"Supermercado"
29-1-7,29,1,"JOSIMAR SUPERMERCADOS","Josimar S.A.",AR-B,"Monte Grande","Maximo Paz 159",-34.81500500,-58.47211300,JOSIMAR,"Supermercado"
29-1-8,29,1,"JOSIMAR SUPERMERCADOS","Josimar S.A.",AR-B,Avellaneda,"Florentino Ameghino 754",-34.66137000,-58.36305000,JOSIMAR,"Supermercado"
3-1-1066,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-C,"CAPITAL FEDERAL","Av. Cordoba 3710",-34.59781400,-58.41908900,SALGUERO,"Autoservicio"
3-1-1068,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-C,"CAPITAL FEDERAL","Av. Paseo Colon 849",-34.61813500,-58.36985100,GIUFRA,"Autoservicio"
3-1-1132,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-C,"CAPITAL FEDERAL","Av. Corrientes 6535",-34.58872900,-58.45044300,"JORGE NEWBERY","Autoservicio"
3-1-1157,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,MARTINEZ,"Libertador 14002",-34.48337000,-58.48977000,SARMIENTO,"Autoservicio"
3-1-1158,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,"SAN ISIDRO","Av. Marquez 2984",-34.49322500,-58.54910300,CETZ,"Autoservicio"
3-1-1230,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-C,"CAPITAL FEDERAL","Av. Del Libertador 550",-34.58926600,-58.38133500,CERRITO,"Autoservicio"
3-1-1291,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,PILAR,"Ruta 8 Esq. Las Magnolias Km 50 None",-34.44959000,-58.86835000,"PILAR NORTE","Autoservicio"
3-1-1344,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,"LA PLATA","Av. 7 Esq. Calle 532 623",-34.90023000,-57.96982800,"LA PLATA","Autoservicio"
3-1-1380,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,"SAN PEDRO","Ruta Nac. 9 Km 154 None",-33.78265200,-59.64466800,"SAN PEDRO/RIO TALA","Autoservicio"
3-1-1389,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,CHASCOMUS,"Ruta 2 Km 115.5 None",-35.52879800,-58.01213100,CHASCOMUS,"Autoservicio"
3-1-1401,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,SARANDI,"Av. Mitre 3215",-34.68287000,-58.34403100,SARANDI,"Autoservicio"
3-1-1425,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,ITUZAINGO,"Autopista Acceso Oeste Y Gabriela Mistral Km. 14.8 None",-34.63133000,-58.67813000,ITUZAINGO,"Autoservicio"
3-1-1426,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,CIUDADELA,"Acceso Oeste Y Calle Republica Km 3.7 None",-34.62947300,-58.55830700,CIUDADELA,"Autoservicio"
3-1-1428,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,ACASSUSO,"Av. Santa Fe 960",-34.48157000,-58.50573000,URQUIZA,"Autoservicio"
3-1-1438,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,"SAN FERNANDO","Acceso Norte - Ramal Tigre Km. 26.4 Mano A Tigre None",-34.44863300,-58.57659100,"ACCESO NORTE RAMAL TIGRE -A TIGRE","Autoservicio"
3-1-1439,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,"SAN FERNANDO","Acceso Norte - Ramal Tigre Km. 26.4 Mano A Capital Deferal None",-34.44871200,-58.57694900,"ACCESO NORTE RAMAL TIGRE -DE TIGRE","Autoservicio"
3-1-1450,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,PINAMAR,"Av. Intermedanos 50",-37.10887800,-56.87785300,INTERMEDANOS,"Autoservicio"
3-1-1469,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-C,"CAPITAL FEDERAL","Autopista Doctor Arturo Illia Km 2 None",-34.57625900,-58.39096600,ILLIA,"Autoservicio"
3-1-1478,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,ITUZAINGO,"Av. Pte. Peron 8499",-34.62882900,-58.68828010,LELOIR,"Autoservicio"
3-1-1482,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-C,"CAPITAL FEDERAL","Maza 391",-34.61577800,-58.41552800,MAZA,"Autoservicio"
3-1-1506,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-C,"CAPITAL FEDERAL","San Juan Bautista De La Salle 4356",-34.55945400,-58.50502800,"GRAL PAZ - NORTE","Autoservicio"
3-1-1507,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-C,"CAPITAL FEDERAL","Av. General Paz 3802",-34.55997600,-58.50454000,"GRAL PAZ - SUR","Autoservicio"
3-1-1539,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-C,"CAPITAL FEDERAL","24 De Noviembre 791",-34.62024800,-58.41100100,"24 DE NOVIEMBRE","Autoservicio"
3-1-1553,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-C,"CAPITAL FEDERAL","Av. Del Libertador 7920",-34.54162000,-58.46314000,"CDRO RIVADAVIA","Autoservicio"
3-1-1584,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,AVELLANEDA,"Tres Arroyos 3802",-34.67732600,-58.33155100,"ARROYO SARANDI","Autoservicio"
3-1-1606,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,"DEL VISO","Ruta 26 Y Acc.Pilar Km. 41.5 Del Viso None",-34.44012500,-58.78275000,"DEL VISO","Autoservicio"
3-1-1682,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,"LAS ARMAS","Ruta 2 298",-37.06528800,-57.83757100,"LAS ARMAS","Autoservicio"
3-1-1695,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-C,"CAPITAL FEDERAL","Av. Diaz Velez 4368",-34.60890700,-58.42894000,"DIAZ VELEZ","Autoservicio"
3-1-1716,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,"TRISTAN SUAREZ","Au.Ezeiza-Cañuelas (Lado Cañuelas) Km 38.5 None",-34.86014000,-58.56418000,"AUT EZEIZA-CAÑUELAS - MANO CAÑUELAS","Autoservicio"
3-1-1717,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,"TRISTAN SUAREZ","Au.Ezeiza-Cañuelas (Lado Ezeiza) Km 38.5 None",-34.86137000,-58.56558200,"AUT EZEIZA-CAÑUELAS - MANO EZEIZA","Autoservicio"
3-1-1735,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,BERAZATEGUI,"Autopista Bs. As. - La Plata Mano A La Plata 17400",-34.81190500,-58.10403400,"AUT BSAS-LA PLATA - A LA PLATA","Autoservicio"
3-1-1736,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,ENSENADA,"Autopista La Plata - Bs. As Mano A Capital Federal 5700",-34.86586000,-58.00341500,"AUT BSAS-LA PLATA - A BS AS","Autoservicio"
3-1-2,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,ACASSUSO,"Av. Libertador 15301",-34.47436000,-58.50185000,ACASSUSO,"Autoservicio"
3-1-29,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-C,"CAPITAL FEDERAL","Cabildo 4701",-34.54147300,-58.47384000,CABILDO,"Autoservicio"
3-1-3,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-C,"CAPITAL FEDERAL","Av. F.Alcorta 7786",-34.54639700,-58.45188400,RIVER,"Autoservicio"
3-1-31,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-C,"CAPITAL FEDERAL","Av. F. Alcorta 3099",-34.57557400,-58.39768200,CENTENARIO,"Autoservicio"
3-1-36,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-C,"CAPITAL FEDERAL","Av. Lincoln 3999",-34.59962200,-58.51030000,"LINCOLN Y NUEVA YORK","Autoservicio"
3-1-46,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,GERLI,"Av. Pavon 2099",-34.68171200,-58.38522100,GERLI,"Autoservicio"
3-1-56,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,OLIVOS,"Av. Libertador 2365",-34.50855000,-58.47972000,OLIVOS,"Autoservicio"
3-1-584,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,"LOMAS DE ZAMORA","Hipolito Yrigoyen 8504",-34.75457300,-58.40117600,"LOMAS DE ZAMORA","Autoservicio"
3-1-599,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-C,"CAPITAL FEDERAL","Cramer 1691",-34.56902000,-58.45749300,"VIRREY DEL PINO","Autoservicio"
3-1-62,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,MARTINEZ,"Av. Santa Fe 2858",-34.49738200,-58.49740700,"LA LUCILA","Autoservicio"
3-1-631,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,"REMEDIOS DE ESCALADA","Malabia 302",-34.73642500,-58.39018800,"REMEDIOS DE ESCALADA","Autoservicio"
3-1-65,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,"LA PLATA","Diagonal 74 Esq. 18 Y 19 2291",-34.93017500,-57.95354500,"LA PLATA","Autoservicio"
3-1-66,3,1,"DEHEZA S.A.I.C.F. e I.","Deheza S.A.I.C.F. e I.",AR-B,"LA PLATA","Av. 7 Esq. 45 641",-34.91149800,-57.95649400,"LA PLATA","Autoservicio"
35-1-1,35,1,"MUCOOP CAP.SARMIENTO","Asociación Mutual Socios y Adherentes de la Cooperativa Agrícola de Capitán Sarmiento",AR-B,"Capitán Sarmiento","España Y B.Mitre 500",-34.16706240,-59.79193010,"MUCOOP CAP.SARMIENTO","Autoservicio"
36-3-25,36,3,SuperCLC,"SUPERCLC S.A.",AR-B,Saladillo,"Belgrano 3489",-35.63731500,-59.78302500,SuperCLC.Saladillo1,"Supermercado"
36-3-26,36,3,SuperCLC,"SUPERCLC S.A.",AR-B,"General Alvear","Hipólito Yrigoyen 1010",-36.02273000,-60.01037300,SuperCLC.Alvear,"Autoservicio"
36-3-32,36,3,SuperCLC,"SUPERCLC S.A.",AR-B,"25 de Mayo","Calle 9 1338",-35.42770200,-60.17043700,SuperCLC.25deMayo,"Autoservicio"
36-4-51,36,4,SuperCLC,"SUPERCLC S.A.",AR-B,Tapalque,"Av. 9 De Julio 199",-36.35237400,-60.03142200,SuperCentral.Tapalque,"Autoservicio"
36-5-73,36,5,SuperCLC,"SUPERCLC S.A.",AR-B,Rauch,"Av. San Martín 499",-36.77584700,-59.09045100,Caluc.Rauch,"Autoservicio"
36-6-40,36,6,SuperCLC,"SUPERCLC S.A.",AR-B,Balcarce,"Bv. Kelly 734",-37.84829700,-58.25828500,Agapantus.Balcarce,"Autoservicio"
4-1-289,4,1,"ESTACION LIMA S.A.","Estación Lima S.A.",AR-C,"CAPITAL FEDERAL","Lima 899",-34.61790200,-58.38147000,LIMA,"Autoservicio"
44-1-1,44,1,"SUPERMERCADOS EL NENE","Supermercado El Nene S.A.",AR-B,"LA PLATA","Avenida 60 2562",-34.95779700,-57.98207000,"EL NENE 1","Supermercado"
44-1-2,44,1,"SUPERMERCADOS EL NENE","Supermercado El Nene S.A.",AR-B,"LA PLATA","Calle 59 2086",-34.94827900,-57.97376100,"EL NENE 2","Supermercado"
44-1-7,44,1,"SUPERMERCADOS EL NENE","Supermercado El Nene S.A.",AR-B,"LA PLATA","Avenida 7 2349",-34.93718600,-57.91969000,"LA ESQUINA DE MINGO","Supermercado"
44-1-8,44,1,"SUPERMERCADOS EL NENE","Supermercado El Nene S.A.",AR-B,"LA PLATA","Avenida 528 Bis 331",-34.88920000,-57.96416700,"AUTOSERVICIO M Y C","Supermercado"
45-1-5,45,1,"ALMACENES PAMPAS","Almacenes Pampas S.A. ",AR-B,BERAZATEGUI,"Autopista Buenos Aires - Mar Del Plata 32",-34.79652300,-58.15920300,"ALMACENES PAMPAS","Supermercado"
46-1-3,46,1,"ALMACENES DE MARCA","Almacenes de Marca S.A.",AR-B,"LA PLATA","Avenida 44 2739",-34.95120700,-57.99980100,"ALMACENES DE MARCA","Supermercado"
47-1-1,47,1,"Sup. Unicoop        ","Cooperativa Agrícola Ganadera e Industrial de Patagones y Viedma LTA.",AR-B,"Carmen de Patagones ","Espana 143",-40.80003200,-62.89345200,"Casa Central                                      ","Supermercado"
47-1-2,47,1,"Sup. Unicoop        ","Cooperativa Agrícola Ganadera e Industrial de Patagones y Viedma LTA.",AR-B,"Carmen de Patagones ","Peron 326",-40.79800700,-62.96903600,"Bicentenario                                      ","Supermercado"
47-1-3,47,1,"Sup. Unicoop        ","Cooperativa Agrícola Ganadera e Industrial de Patagones y Viedma LTA.",AR-B,"Stroeder            ","Santa Fe 407",-40.18676100,-62.61836400,"Stroeder                                          ","Autoservicio"
49-1-2,49,1,"Super Tuti1 y Super Tuti 3","ARNALDO P. APPELLA S.A.",AR-B,"9 de Julio","Av. 25 De Mayo Y Garmendia 0",-35.43791700,-60.88943100,"Super TUTI 3","Supermercado"
5-1-1,5,1,"California Supermercados","California S.A.",AR-N,Posadas,"Cordoba 2062",-27.36762100,-55.89650200,"Local 1","Hipermercado"
5-1-2,5,1,"California Supermercados","California S.A.",AR-N,Posadas,"Santiago Del Estero 2075",-27.37322600,-55.89740600,"Local 2","Hipermercado"
5-1-3,5,1,"California Supermercados","California S.A.",AR-N,Posadas,"Av. Lavalle 5495",-27.39692800,-55.90930100,"Local 3","Hipermercado"
5-1-4,5,1,"California Supermercados","California S.A.",AR-N,Posadas,"Av. Uruguay 4652",-27.39119400,-55.90086200,"Local 4","Hipermercado"
5-1-5,5,1,"California Supermercados","California S.A.",AR-N,Posadas,"Juan B. Alberdi 1095",-27.36000600,-55.89372900,"Local 5","Hipermercado"
5-1-6,5,1,"California Supermercados","California S.A.",AR-N,Posadas,"Av. Tambor De Tacuari 7450",-27.36502400,-55.95188000,"Local 6","Hipermercado"
50-1-2,50,1,"Super Tuti2 y Super Todo","SUPERMERCADO TUTI 2 S.A.",AR-B,"9 de Julio","Bartolome Mitre 917",-35.44416700,-60.88102600,"Super Todo","Supermercado"
6-1-1,6,1,"Supermercados Comodin","Alberdi S.A.",AR-Y,"San Salvador de Jujuy","Necochea 445",-24.18383800,-65.30423500,"Comodin 1","Hipermercado"
6-1-10,6,1,"Supermercados Comodin","Alberdi S.A.",AR-Y,Perico,"Avda. Belgrano Esq. 9 De Julio None",-24.37563800,-65.11609100,"Comodin 10","Supermercado"
6-1-11,6,1,"Supermercados Comodin","Alberdi S.A.",AR-Y,"San Salvador de Jujuy","Avda. Illía 145",-24.17043400,-65.31173800,"Comodin 11","Supermercado"
6-1-12,6,1,"Supermercados Comodin","Alberdi S.A.",AR-Y,"San Pedro de Jujuy","Bartolome Mitre 436",-24.22935600,-64.86779800,"Comodin 12","Supermercado"
6-1-14,6,1,"Supermercados Comodin","Alberdi S.A.",AR-Y,"San Salvador de Jujuy","Avda. Corrientes 3141",-24.21670000,-65.27245500,"Comodin 14","Hipermercado"
6-1-16,6,1,"Supermercados Comodin","Alberdi S.A.",AR-Y,"San Salvador de Jujuy","Avda. Dr. Ricardo Balbin 2228",-24.17979100,-65.27991500,"Comodin 16","Autoservicio"
6-1-17,6,1,"Supermercados Comodin","Alberdi S.A.",AR-Y,"San Salvador de Jujuy","Dorrego Esq. Avda. El Exodo None",-24.19292500,-65.30228000,"Comodin 17","Autoservicio"
6-1-18,6,1,"Supermercados Comodin","Alberdi S.A.",AR-A,Salta,"Ituzaingo 440",-24.79518000,-65.41420400,"Comodin 18","Supermercado"
6-1-19,6,1,"Supermercados Comodin","Alberdi S.A.",AR-Y,"San Salvador de Jujuy","Gobernador Tello 347",-24.20606100,-65.27617800,"Comodin 19","Supermercado"
6-1-2,6,1,"Supermercados Comodin","Alberdi S.A.",AR-Y,"San Salvador de Jujuy","Gral. Güemes 1178",-24.18329100,-65.30943400,"Comodin 2","Supermercado"
6-1-20,6,1,"Supermercados Comodin","Alberdi S.A.",AR-Y,"San Salvador de Jujuy","Las Vicuñas 551",-24.17249700,-65.29751300,"Comodin 20","Supermercado"
6-1-22,6,1,"Supermercados Comodin","Alberdi S.A.",AR-Y,"San Salvador de Jujuy","Avda. Exodo 863",-24.19314600,-65.30107300,"Comodin 22","Autoservicio"
6-1-23,6,1,"Supermercados Comodin","Alberdi S.A.",AR-A,Salta,"Avda. Independencia 578",-24.80829700,-65.40865600,"Comodin 23","Supermercado"
6-1-24,6,1,"Supermercados Comodin","Alberdi S.A.",AR-T,"San Miguel de Tucumán","Avda. Juan B. Justo 1149",-26.81731900,-65.19345700,"Comodin 24","Hipermercado"
6-1-25,6,1,"Supermercados Comodin","Alberdi S.A.",AR-T,"San Miguel de Tucumán","Avda. Gral. Rocal 3030",-26.83483200,-65.24796500,"Comodin 25","Hipermercado"
6-1-26,6,1,"Supermercados Comodin","Alberdi S.A.",AR-T,"San Miguel de Tucumán","Avda. Alem Esq. Lavaissé 1796",-26.85272600,-65.22434500,"Comodin 26","Supermercado"
6-1-3,6,1,"Supermercados Comodin","Alberdi S.A.",AR-Y,"San Salvador de Jujuy","Dr. Carrillo 371",-24.18737800,-65.31996400,"Comodin 3","Supermercado"
6-1-4,6,1,"Supermercados Comodin","Alberdi S.A.",AR-Y,"San Pedro de Jujuy","Alberdi 52",-24.23413600,-64.86666000,"Comodin 4","Supermercado"
6-1-5,6,1,"Supermercados Comodin","Alberdi S.A.",AR-Y,"San Salvador de Jujuy","Rocha Solorzano 950",-24.20046500,-65.28900700,"Comodin 5","Hipermercado"
6-1-6,6,1,"Supermercados Comodin","Alberdi S.A.",AR-Y,"Libertador Gral. San Martin","Avda. Presidente Peron Esq Antartida Argentina None",-23.80940600,-64.78730300,"Comodin 6","Hipermercado"
6-1-7,6,1,"Supermercados Comodin","Alberdi S.A.",AR-Y,"San Salvador de Jujuy","Avda. Carlos Undeano 981",-24.23678900,-65.26349000,"Comodin 7","Hipermercado"
6-1-8,6,1,"Supermercados Comodin","Alberdi S.A.",AR-Y,Perico,"Coronel Arias 450",-24.37839300,-65.12076400,"Comodin 8","Supermercado"
6-1-9,6,1,"Supermercados Comodin","Alberdi S.A.",AR-A,Salta,"Pellegrini 953",-24.80174000,-65.41618600,"Comodin 9","Supermercado"
6-2-1,6,2,"Maxi Comodin","Alberdi S.A.",AR-Y,Palpala,"Ruta Nac. 66 Km 5 1/2 None",-24.24697200,-65.23585600,"Maxi Comodin","Hipermercado"
6-2-2,6,2,"Maxi Comodin","Alberdi S.A.",AR-Y,"San Salvador de Jujuy","Avda. Corrientes 2380",-24.21176700,-65.27765800,"Maxi Comodin","Supermercado"
6-2-21,6,2,"Maxi Comodin","Alberdi S.A.",AR-A,"San Ramon de la Nueva Oran","Arenales 270",-23.13573300,-64.32818700,"Maxi Comodin ","Supermercado"
65-1-328,65,1,Diarco,DIARCO,AR-B,S.F.Solano,"Calle 897 - 2400 0",-34.77947520,-58.31557970,"Calle 897 4322 (S.F.Solano)","Minorista"
65-1-337,65,1,Diarco,DIARCO,AR-C,CABA,"Av. Boedo 452 0",-34.57825420,-58.46033990,"Boedo 452 (CAP)","Minorista"
65-1-341,65,1,Diarco,DIARCO,AR-B,Lujan,"Lavalle 520 0",-34.56455020,-59.11662170,"Lavalle 520 (LUJAN)","Minorista"
7-1-12,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,"VILLA DOLORES","Cenobio Soto 99",-31.94541500,-65.19242800,"Cordiez 12","Supermercado"
7-1-13,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,PILAR,"Tomas Garzon 234",-31.68101700,-63.88091000,"Cordiez 13","Supermercado"
7-1-14,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,"VILLA DOLORES","Belgrano 199",-31.94464700,-65.18805200,"Cordiez 14","Supermercado"
7-1-2,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,"RIO SEGUNDO","Sarmiento 1096",-31.65138600,-63.91092400,"Cordiez 2","Supermercado"
7-1-20,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,"VILLA ALLENDE","Av. Goycoechea Esq 9 De Julio None",-31.29559700,-64.29424800,"Cordiez 20","Hipermercado"
7-1-22,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,CORDOBA,"Avenida Sabattini Esquina Villegas None",-31.46219800,-64.10563800,"Cordiez 22","Supermercado"
7-1-26,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,CORDOBA,"Av. Colon 3265",-31.40162100,-64.22363900,"Cordiez 26","Supermercado"
7-1-29,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,"DEAN FUNES","Rivadavia 160",-30.42478300,-64.35127800,"Cordiez 29","Supermercado"
7-1-3,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,"LAS VARILLAS","Diego Montoya 335",-31.87210800,-62.72526100,"Cordiez 3","Supermercado"
7-1-31,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,CORDOBA,"Agustin Garzon 4916",-31.42777100,-64.12313600,"Cordiez 31","Supermercado"
7-1-32,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,"STA.ROSA CALAMUCHITA","Libertad 441",-32.06649500,-64.54002400,"Cordiez 32","Supermercado"
7-1-33,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,CORDOBA,"Fragueiro 2415",-31.38731200,-64.18416700,"Cordiez 33","Supermercado"
7-1-34,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,CORDOBA,"Av. Richieri 4200",-31.45977300,-64.16820400,"Cordiez 34","Supermercado"
7-1-35,7,1,"Supermercados Cordiez","Cyre S.A.",AR-K,RECREO,"Av. Presidente Peron 149",-29.27752700,-65.06029300,"Cordiez 35","Supermercado"
7-1-37,7,1,"Supermercados Cordiez","Cyre S.A.",AR-G,FRIAS,"Corrientes Esq Juan Ibarra 98",-28.63908800,-65.13315500,"Cordiez 37","Supermercado"
7-1-39,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,"LA FALDA","Rio Negro 249",-31.08948600,-64.48655900,"Cordiez 39","Supermercado"
7-1-40,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,CORDOBA,"Av. Velez Sarsfield 334",-31.41900300,-64.18866600,"Cordiez 40","Supermercado"
7-1-41,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,MORTEROS,"9 De Julio 889 Esq San Martin 889",-30.71121600,-62.00629000,"Cordiez 41","Supermercado"
7-1-42,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,"RIO CEBALLOS","San Martin 4480",-31.17008900,-64.31665300,"Cordiez 42","Supermercado"
7-1-43,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,"CARLOS PAZ","Av. San Martin 1906",-31.40636500,-64.47640800,"Cordiez 43","Supermercado"
7-1-44,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,CORDOBA,"Donato Alvarez 8400",-31.32521800,-64.26758100,"Cordiez 44","Supermercado"
7-1-45,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,"CURA BROCHERO","Ruta 15 Esq 25 De Mayo None",-31.70631000,-65.02035900,"Cordiez 45","Supermercado"
7-1-46,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,"MINA CLAVERO","Av. San Martin 611",-31.71877400,-65.00508300,"Cordiez 46","Supermercado"
7-1-47,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,"CAPILLA DEL MONTE","Hipolito Yrigoyen 262",-30.85749700,-64.52516200,"Cordiez 47","Supermercado"
7-1-48,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,UNQUILLO,"Av. San Martin 1669",-31.23685100,-64.31356400,"Cordiez 48","Supermercado"
7-1-5,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,"VILLA DOLORES","Belgrano 1228",-31.94839100,-65.17424300,"Cordiez 5","Supermercado"
7-1-50,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,"LA CUMBRE","25 De Mayo Esq. Lopez Y Planes None",-30.98278800,-64.49195600,"Cordiez 50","Supermercado"
7-1-53,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,"RIO SEGUNDO","Hipólito Irigoyen Esq. Córdoba 593",-31.65476000,-63.91221800,"Cordiez 53","Supermercado"
7-1-7,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,CORDOBA,"Av. Sabattini 4417",-31.43616300,-64.12957100,"Cordiez 7","Supermercado"
